ID,Set Number,Card Name,Rarity,Artist,TCG Normal,TCG Holo,TCG Reverse,Normal Price($),Reverse Holo Price ($),Updated At (YYYY/MM/DD)
ex14-34,34,Ivysaur,Uncommon,Sumiyoshi Kizuki,2.09,0.0,11.08,0.36,0.0,2023/09/14
ex14-35,35,Ivysaur,Uncommon,Hisao Nakamura,1.69,0.0,24.99,3.23,19.5,2023/09/14
ex14-36,36,Lairon,Uncommon,Hajime Kusajima,0.6,0.0,5.34,0.45,4.22,2023/09/14
ex14-37,37,Lombre,Uncommon,Kagemaru Himeno,0.38,0.0,2.49,0.36,4.59,2023/09/14
ex14-38,38,Marshtomp,Uncommon,Hisao Nakamura,0.48,0.0,5.44,0.2,2.77,2023/09/14
ex14-39,39,Nuzleaf,Uncommon,Tomokazu Komiya,0.76,0.0,4.13,0.68,0.0,2023/09/14
ex14-40,40,Shuppet,Uncommon,Atsuko Nishida,0.71,0.0,3.49,1.79,1.99,2023/09/14
ex14-41,41,Skitty,Uncommon,Miki Tanaka,0.74,0.0,3.39,0.25,0.0,2023/09/14
ex14-42,42,Wartortle,Uncommon,Kouki Saitou,1.5,0.0,13.97,8.95,0.0,2023/09/14
ex14-43,43,Wartortle,Uncommon,Atsuko Nishida,0.97,0.0,19.99,0.56,15.0,2023/09/14
ex14-44,44,Aron,Common,Aya Kusube,0.29,0.0,3.25,0.21,3.99,2023/09/14
ex14-45,45,Bulbasaur,Common,Sumiyoshi Kizuki,0.92,0.0,14.42,0.84,8.5,2023/09/14
ex14-46,46,Bulbasaur,Common,Kagemaru Himeno,1.08,0.0,32.25,1.18,0.0,2023/09/14
ex14-47,47,Cacnea,Common,Tomokazu Komiya,0.38,0.0,2.56,0.4,3.1,2023/09/14
ex14-48,48,Charmander,Common,Atsuko Nishida,1.16,0.0,22.99,0.73,10.11,2023/09/14
ex14-49,49,Charmander δ,Common,Mitsuhiro Arita,1.47,0.0,29.5,0.77,0.0,2023/09/14
ex14-50,50,Diglett,Common,Kyoko Umemoto,0.4,0.0,3.55,0.4,1.25,2023/09/14
ex14-51,51,Duskull,Common,Yukiko Baba,0.45,0.0,1.7,0.21,1.5,2023/09/14
ex14-52,52,Electrike,Common,Atsuko Nishida,0.41,0.0,1.42,0.06,1.05,2023/09/14
ex14-53,53,Jigglypuff,Common,Midori Harada,0.57,0.0,4.33,0.28,2.49,2023/09/14
ex14-54,54,Krabby,Common,Tomokazu Komiya,0.48,0.0,2.23,0.48,3.0,2023/09/14
ex14-55,55,Lotad,Common,Aya Kusube,0.4,0.0,2.02,0.33,1.34,2023/09/14
ex14-56,56,Meditite,Common,Hisao Nakamura,0.31,0.0,1.43,0.15,3.15,2023/09/14
ex14-57,57,Mudkip,Common,Hisao Nakamura,0.66,0.0,11.1,0.39,4.48,2023/09/14
ex14-58,58,Mudkip,Common,Hajime Kusajima,0.58,0.0,7.14,0.14,6.95,2023/09/14
ex14-59,59,Numel,Common,Miki Tanaka,0.24,0.0,2.04,0.16,2.0,2023/09/14
ex14-60,60,Seedot,Common,Yukiko Baba,0.45,0.0,1.65,0.14,0.0,2023/09/14
ex14-61,61,Spearow,Common,Midori Harada,0.21,0.0,1.59,0.16,3.12,2023/09/14
ex14-62,62,Spoink,Common,Sumiyoshi Kizuki,0.25,0.0,1.76,0.16,1.71,2023/09/14
ex14-63,63,Squirtle,Common,Kouki Saitou,0.82,0.0,19.15,0.0,0.0,2023/09/14
ex14-64,64,Squirtle,Common,Hajime Kusajima,3.14,0.0,53.68,3.05,12.0,2023/09/14
ex14-65,65,Torchic,Common,Sachiko Adachi,0.4,0.0,2.46,0.15,3.69,2023/09/14
ex14-66,66,Torchic,Common,Sumiyoshi Kizuki,0.48,0.0,7.49,0.17,3.75,2023/09/14
ex14-67,67,Treecko,Common,Sachiko Adachi,0.4,0.0,4.23,0.19,2.0,2023/09/14
ex14-68,68,Treecko δ,Common,Masakazu Fukuda,0.44,0.0,9.41,0.36,3.39,2023/09/14
ex14-69,69,Whismur,Common,Atsuko Nishida,0.37,0.0,2.25,0.16,0.0,2023/09/14
ex14-70,70,Wingull,Common,Midori Harada,0.21,0.0,1.87,0.13,1.16,2023/09/14
ex14-71,71,Bill's Maintenance,Uncommon,Ken Sugimori,0.34,0.0,2.51,0.21,0.0,2023/09/14
ex14-72,72,Castaway,Uncommon,Kouki Saitou,4.68,0.0,7.64,1.46,4.16,2023/09/14
ex14-73,73,Celio's Network,Uncommon,Ken Sugimori,0.57,0.0,2.95,0.51,3.0,2023/09/14
ex14-74,74,Cessation Crystal,Uncommon,Takumi Akabane,4.24,0.0,8.6,1.43,3.33,2023/09/14
ex14-75,75,Crystal Beach,Uncommon,Shizurow,2.18,0.0,6.0,0.93,0.99,2023/09/14
ex14-76,76,Crystal Shard,Uncommon,Takumi Akabane,0.51,0.0,3.69,1.0,2.94,2023/09/14
ex14-77,77,Double Full Heal,Uncommon,Ryo Ueda,0.44,0.0,1.98,0.43,0.0,2023/09/14
ex14-78,78,Dual Ball,Uncommon,"""Big Mama"" Tagawa",0.51,0.0,3.72,0.5,3.5,2023/09/14
ex14-79,79,Holon Circle,Uncommon,Ryo Ueda,0.54,0.0,2.99,0.8,1.49,2023/09/14
ex14-80,80,Memory Berry,Uncommon,Shizurow,0.57,0.0,1.89,0.0,1.99,2023/09/14
ex14-81,81,Mysterious Shard,Uncommon,Takumi Akabane,0.37,0.0,2.27,0.6,0.0,2023/09/14
ex14-82,82,Poké Ball,Uncommon,Shin-ichi Yoshikawa,0.5,0.0,2.17,0.23,4.65,2023/09/14
ex14-83,83,PokéNav,Uncommon,Katsura Tabata,0.53,0.0,1.49,0.32,0.0,2023/09/14
ex14-84,84,Warp Point,Uncommon,Keiji Kinebuchi,0.52,0.0,3.49,0.26,2.45,2023/09/14
ex14-85,85,Windstorm,Uncommon,Ryo Ueda,4.93,0.0,7.65,1.89,2.3,2023/09/14
ex14-86,86,Energy Search,Common,Kai Ishikawa,0.2,0.0,4.99,0.06,2.5,2023/09/14
ex14-87,87,Potion,Common,Shin-ichi Yoshikawa,0.17,0.0,1.28,0.1,3.0,2023/09/14
ex14-88,88,Double Rainbow Energy,Rare,Takumi Akabane,6.88,0.0,16.49,1.41,4.83,2023/09/14
ex14-89,89,Aggron ex,Rare Holo EX,Ryo Ueda,0.0,47.1,0.0,17.45,0.0,2023/09/14
ex14-90,90,Blaziken ex,Rare Holo EX,Mitsuhiro Arita,0.0,51.39,0.0,10.28,0.0,2023/09/14
ex14-91,91,Delcatty ex,Rare Holo EX,Shizurow,0.0,30.68,0.0,22.0,0.0,2023/09/14
ex14-92,92,Exploud ex,Rare Holo EX,Mitsuhiro Arita,0.0,30.73,0.0,18.1,0.0,2023/09/14
ex14-93,93,Groudon ex,Rare Holo EX,Takabon,0.0,74.92,0.0,66.0,0.0,2023/09/14
ex14-94,94,Jirachi ex,Rare Holo EX,Shizurow,0.0,62.13,0.0,51.0,0.0,2023/09/14
ex14-95,95,Kyogre ex,Rare Holo EX,Yasuki Watanabe,0.0,55.0,0.0,19.65,0.0,2023/09/14
ex14-96,96,Sceptile ex δ,Rare Holo EX,Shizurow,0.0,63.25,0.0,23.09,0.0,2023/09/14
ex14-97,97,Shiftry ex,Rare Holo EX,Ryo Ueda,0.0,23.99,0.0,14.64,0.0,2023/09/14
ex14-98,98,Swampert ex,Rare Holo EX,Ryo Ueda,0.0,95.01,0.0,26.35,0.0,2023/09/14
ex14-99,99,Alakazam ★,Rare Holo Star,Masakazu Fukuda,0.0,280.23,0.0,237.5,0.0,2023/09/14
ex14-100,100,Celebi ★,Rare Holo Star,Masakazu Fukuda,0.0,200.25,0.0,205.0,0.0,2023/09/14
