ID,Set Number,Card Name,Rarity,Artist,TCG Normal,TCG Holo,TCG Reverse,Normal Price($),Reverse Holo Price ($),Updated At (YYYY/MM/DD)
ex5-51,51,Tentacruel,Uncommon,Hisao Nakamura,0.53,0.0,6.75,1.62,1.0,2023/09/14
ex5-52,52,Baltoy,Common,Kyoko Umemoto,0.28,0.0,2.99,0.48,0.0,2023/09/14
ex5-53,53,Baltoy,Common,Ken Sugimori,0.34,0.0,1.25,0.24,2.2,2023/09/14
ex5-54,54,Beldum,Common,Kouki Saitou,0.23,0.0,2.65,0.11,2.0,2023/09/14
ex5-55,55,Chikorita,Common,Shin-ichi Yoshikawa,0.46,0.0,5.62,0.13,0.0,2023/09/14
ex5-56,56,Chinchou,Common,Aya Kusube,0.39,0.0,3.25,0.63,0.0,2023/09/14
ex5-57,57,Chinchou,Common,Nakaoka,0.39,0.0,1.99,0.13,3.25,2023/09/14
ex5-58,58,Clamperl,Common,Kagemaru Himeno,0.38,0.0,3.5,0.14,1.19,2023/09/14
ex5-59,59,Cyndaquil,Common,Ken Ikuji,0.49,0.0,5.0,0.09,0.0,2023/09/14
ex5-60,60,Doduo,Common,Miki Tanaka,0.28,0.0,4.58,0.16,2.9,2023/09/14
ex5-61,61,Feebas,Common,Tomokazu Komiya,0.88,0.0,7.4,0.32,1.5,2023/09/14
ex5-62,62,Gulpin,Common,Yuka Morii,0.59,0.0,2.49,0.29,3.0,2023/09/14
ex5-63,63,Jigglypuff,Common,Naoyo Kimura,0.85,0.0,10.99,0.21,1.95,2023/09/14
ex5-64,64,Machop,Common,Hajime Kusajima,0.46,0.0,6.99,0.05,3.78,2023/09/14
ex5-65,65,Meditite,Common,Ken Sugimori,0.28,0.0,3.59,0.08,0.0,2023/09/14
ex5-66,66,Meditite,Common,Atsuko Nishida,0.34,0.0,2.22,0.28,1.0,2023/09/14
ex5-67,67,Minun,Common,Kagemaru Himeno,3.14,0.0,17.3,1.87,6.99,2023/09/14
ex5-68,68,Oddish,Common,Yuka Morii,0.44,0.0,4.27,0.55,0.0,2023/09/14
ex5-69,69,Plusle,Common,Kagemaru Himeno,4.19,0.0,31.25,0.77,6.81,2023/09/14
ex5-70,70,Rhyhorn,Common,Atsuko Nishida,0.38,0.0,3.63,0.27,0.0,2023/09/14
ex5-71,71,Seedot,Common,Hisao Nakamura,0.19,0.0,3.1,0.18,3.49,2023/09/14
ex5-72,72,Shuppet,Common,Midori Harada,0.51,0.0,3.06,0.13,1.5,2023/09/14
ex5-73,73,Snorunt,Common,Midori Harada,0.43,0.0,3.38,0.18,3.99,2023/09/14
ex5-74,74,Spheal,Common,Atsuko Nishida,0.47,0.0,1.98,0.31,0.39,2023/09/14
ex5-75,75,Staryu,Common,Aya Kusube,0.21,0.0,3.61,0.05,0.0,2023/09/14
ex5-76,76,Surskit,Common,Toshinao Aoki,0.27,0.0,2.88,0.18,3.29,2023/09/14
ex5-77,77,Tentacool,Common,Hisao Nakamura,0.19,0.0,4.97,0.19,3.8,2023/09/14
ex5-78,78,Togepi,Common,Nakaoka,0.65,0.0,6.8,0.25,0.0,2023/09/14
ex5-79,79,Totodile,Common,Shin-ichi Yoshikawa,0.4,0.0,8.74,0.21,5.59,2023/09/14
ex5-80,80,Voltorb,Common,Kyoko Umemoto,0.44,0.0,6.49,0.24,0.0,2023/09/14
ex5-81,81,Vulpix,Common,Toshinao Aoki,2.08,0.0,6.67,0.34,0.0,2023/09/14
ex5-82,82,Whismur,Common,Tomokazu Komiya,0.37,0.0,4.5,0.11,3.0,2023/09/14
ex5-83,83,Zubat,Common,Midori Harada,0.52,0.0,7.99,0.16,0.0,2023/09/14
ex5-84,84,Ancient Technical Machine [Ice],Uncommon,Mitsuhiro Arita,0.41,0.0,1.5,0.28,1.5,2023/09/14
ex5-85,85,Ancient Technical Machine [Rock],Uncommon,Mitsuhiro Arita,2.61,0.0,1.47,0.55,0.0,2023/09/14
ex5-86,86,Ancient Technical Machine [Steel],Uncommon,Mitsuhiro Arita,0.49,0.0,1.25,0.19,1.75,2023/09/14
ex5-87,87,Ancient Tomb,Uncommon,Ken Ikuji,1.63,0.0,3.24,1.81,0.99,2023/09/14
ex5-88,88,Desert Ruins,Uncommon,Shin-ichi Yoshikawa,7.28,0.0,9.23,4.8,10.13,2023/09/14
ex5-89,89,Island Cave,Uncommon,Ken Ikuji,1.27,0.0,1.39,0.75,0.0,2023/09/14
ex5-90,90,Life Herb,Uncommon,Ryo Ueda,0.1,0.0,1.98,0.26,1.54,2023/09/14
ex5-91,91,Magnetic Storm,Uncommon,Shin-ichi Yoshikawa,0.52,0.0,2.66,0.87,0.0,2023/09/14
ex5-92,92,Steven's Advice,Uncommon,Ken Sugimori,1.77,0.0,4.12,0.85,0.0,2023/09/14
ex5-93,93,Groudon ex,Rare Holo EX,Hikaru Koike,0.0,83.48,0.0,40.0,0.0,2023/09/14
ex5-94,94,Kyogre ex,Rare Holo EX,Hikaru Koike,0.0,48.21,0.0,16.0,0.0,2023/09/14
ex5-95,95,Metagross ex,Rare Holo EX,Mitsuhiro Arita,0.0,63.13,0.0,17.1,0.0,2023/09/14
ex5-96,96,Ninetales ex,Rare Holo EX,Ryo Ueda,0.0,89.99,0.0,56.9,0.0,2023/09/14
ex5-97,97,Regice ex,Rare Holo EX,Mitsuhiro Arita,0.0,74.98,0.0,58.0,0.0,2023/09/14
ex5-98,98,Regirock ex,Rare Holo EX,Mitsuhiro Arita,0.0,52.22,0.0,11.99,0.0,2023/09/14
ex5-99,99,Registeel ex,Rare Holo EX,Mitsuhiro Arita,0.0,81.86,0.0,27.27,0.0,2023/09/14
ex5-100,100,Vileplume ex,Rare Holo EX,Ryo Ueda,0.0,49.99,0.0,8.12,0.0,2023/09/14
ex5-101,101,Wigglytuff ex,Rare Holo EX,Ryo Ueda,0.0,46.78,0.0,5.5,0.0,2023/09/14
ex5-102,102,Groudon,Rare Secret,Mitsuhiro Arita,0.0,53.46,0.0,10.03,0.0,2023/09/14
