ID,Set Number,Card Name,Rarity,Artist,Normal Price($),Holo Foil Price ($),Reverse Holo Price ($),First Edition Holo Price ($),First Edition Normal Price ($),Updated At (YYYY/MM/DD)
swsh12pt5-61,61,Girafarig,Uncommon,Mina Nakai,0.03,,0.25,,,2023/09/10
swsh12pt5-62,62,Lunatone,Uncommon,Narumi Sato,0.05,,0.19,,,2023/09/10
swsh12pt5-63,63,Dusclops,Uncommon,DOM,0.04,,0.21,,,2023/09/10
swsh12pt5-64,64,Tapu Lele,Rare Holo,Saya Tsuruta,,0.33,0.33,,,2023/09/10
swsh12pt5-65,65,Hatterene V,Rare Holo V,kawayoo,,0.83,,,,2023/09/10
swsh12pt5-66,66,Hatterene VMAX,Rare Holo VMAX,5ban Graphics,,1.43,,,,2023/09/10
swsh12pt5-67,67,Enamorus,Rare,Jiro Sasumo,0.1,,0.23,,,2023/09/10
swsh12pt5-68,68,Graveler,Uncommon,AKIRA EGAWA,0.03,,0.22,,,2023/09/10
swsh12pt5-69,69,Solrock,Uncommon,OKACHEKE,0.03,,0.24,,,2023/09/10
swsh12pt5-70,70,Baltoy,Common,Nagomi Nijo,0.02,,0.24,,,2023/09/10
swsh12pt5-71,71,Riolu,Common,Taira Akitsu,0.03,,0.25,,,2023/09/10
swsh12pt5-72,72,Pancham,Common,Sanosuke Sakuma,0.04,,0.24,,,2023/09/10
swsh12pt5-73,73,Rockruff,Common,OKACHEKE,0.04,,0.37,,,2023/09/10
swsh12pt5-74,74,Lycanroc,Rare,kodama,0.12,,0.33,,,2023/09/10
swsh12pt5-75,75,Koffing,Common,miki kudo,0.03,,0.35,,,2023/09/10
swsh12pt5-76,76,Absol,Rare Holo,Shiburingaru,,0.31,0.37,,,2023/09/10
swsh12pt5-77,77,Purrloin,Common,Shibuzoh.,0.04,,0.26,,,2023/09/10
swsh12pt5-78,78,Liepard,Rare,KEIICHIRO ITO,0.1,,0.22,,,2023/09/10
swsh12pt5-79,79,Krokorok,Uncommon,Shin Nagasawa,0.02,,0.25,,,2023/09/10
swsh12pt5-80,80,Pangoro,Rare,Uta,0.13,,0.3,,,2023/09/10
swsh12pt5-81,81,Skrelp,Common,Tomokazu Komiya,0.05,,0.35,,,2023/09/10
swsh12pt5-82,82,Dragalge,Rare,NC Empire,0.13,,0.33,,,2023/09/10
swsh12pt5-83,83,Hoopa,Rare Holo,Souichirou Gunjima,,0.22,0.33,,,2023/09/10
swsh12pt5-84,84,Galarian Meowth,Common,miki kudo,0.03,,0.3,,,2023/09/10
swsh12pt5-85,85,Galarian Perrserker,Rare,Teeziro,0.1,,0.23,,,2023/09/10
swsh12pt5-86,86,Scizor,Rare,kodama,0.11,,0.39,,,2023/09/10
swsh12pt5-87,87,Aron,Common,sowsow,0.04,,0.22,,,2023/09/10
swsh12pt5-88,88,Lairon,Uncommon,Mina Nakai,0.05,,0.25,,,2023/09/10
swsh12pt5-89,89,Aggron,Rare Holo,GOSSAN,,0.27,0.29,,,2023/09/10
swsh12pt5-90,90,Metang,Uncommon,Nisota Niso,0.04,,0.2,,,2023/09/10
swsh12pt5-91,91,Pawniard,Common,Yuya Oka,0.02,,0.21,,,2023/09/10
swsh12pt5-92,92,Pawniard,Common,Yuka Morii,0.03,,0.36,,,2023/09/10
swsh12pt5-93,93,Bisharp,Uncommon,DOM,0.04,,0.26,,,2023/09/10
swsh12pt5-94,94,Zacian,Rare Holo,nagimiso,,0.25,0.28,,,2023/09/10
swsh12pt5-95,95,Zacian V,Rare Holo V,aky CG Works,,0.79,,,,2023/09/10
swsh12pt5-96,96,Zacian VSTAR,Rare Holo VSTAR,5ban Graphics,,1.63,,,,2023/09/10
swsh12pt5-97,97,Zamazenta,Rare Holo,GIDORA,,0.56,0.68,,,2023/09/10
swsh12pt5-98,98,Zamazenta V,Rare Holo V,5ban Graphics,,0.85,,,,2023/09/10
swsh12pt5-99,99,Zamazenta VSTAR,Rare Holo VSTAR,5ban Graphics,,1.36,,,,2023/09/10
swsh12pt5-100,100,Rayquaza V,Rare Holo V,PLANETA Mochizuki,,1.0,,,,2023/09/10
swsh12pt5-101,101,Rayquaza VMAX,Rare Holo VMAX,PLANETA Mochizuki,,1.96,,,,2023/09/10
swsh12pt5-102,102,Rayquaza VMAX,Rare Holo VMAX,5ban Graphics,,1.89,,,,2023/09/10
swsh12pt5-103,103,Duraludon V,Rare Holo V,PLANETA Mochizuki,,0.86,,,,2023/09/10
swsh12pt5-104,104,Duraludon VMAX,Rare Holo VMAX,PLANETA Mochizuki,,1.51,,,,2023/09/10
swsh12pt5-105,105,Radiant Eternatus,Radiant Rare,Kagemaru Himeno,,0.59,,,,2023/09/10
swsh12pt5-106,106,Tauros,Rare,Kouki Saitou,0.11,,0.22,,,2023/09/10
swsh12pt5-107,107,Ditto,Rare Holo,KIYOTAKA OSHIYAMA,,1.21,1.59,,,2023/09/10
swsh12pt5-108,108,Eevee V,Rare Holo V,You Iribi,,1.33,,,,2023/09/10
swsh12pt5-109,109,Snorlax,Rare,Asako Ito,0.18,,0.35,,,2023/09/10
swsh12pt5-110,110,Starly,Common,Ligton,0.04,,0.3,,,2023/09/10
swsh12pt5-111,111,Bidoof,Common,Naoyo Kimura,0.2,,0.83,,,2023/09/10
swsh12pt5-112,112,Chatot,Common,sui,0.02,,0.27,,,2023/09/10
swsh12pt5-113,113,Regigigas V,Rare Holo V,PLANETA Mochizuki,,0.67,,,,2023/09/10
swsh12pt5-114,114,Regigigas VSTAR,Rare Holo VSTAR,PLANETA Mochizuki,,1.15,,,,2023/09/10
swsh12pt5-115,115,Shaymin,Uncommon,Yukiko Baba,0.05,,0.25,,,2023/09/10
swsh12pt5-116,116,Stoutland V,Rare Holo V,MUGENUP,,0.55,,,,2023/09/10
swsh12pt5-117,117,Yungoos,Common,Oswaldo KATO,0.03,,0.2,,,2023/09/10
swsh12pt5-118,118,Gumshoos,Rare,Mizue,0.09,,0.31,,,2023/09/10
swsh12pt5-119,119,Oranguru,Rare,Sekio,0.08,,0.25,,,2023/09/10
swsh12pt5-120,120,Greedent V,Rare Holo V,Saki Hayashiro,,0.67,,,,2023/09/10
swsh12pt5-121,121,Wooloo,Common,OKACHEKE,0.05,,0.25,,,2023/09/10
swsh12pt5-122,122,Dubwool,Rare,Sanosuke Sakuma,0.09,,0.25,,,2023/09/10
swsh12pt5-123,123,Bea,Rare Holo,Atsushi Furusawa,,0.23,0.29,,,2023/09/10
swsh12pt5-124,124,Bede,Rare Holo,You Iribi,,0.19,0.23,,,2023/09/10
swsh12pt5-125,125,Crushing Hammer,Uncommon,sadaji,0.04,,0.23,,,2023/09/10
swsh12pt5-126,126,Digging Duo,Uncommon,Yuu Nishida,0.05,,0.2,,,2023/09/10
swsh12pt5-127,127,Energy Retrieval,Common,Ryo Ueda,0.09,,0.26,,,2023/09/10
swsh12pt5-128,128,Energy Search,Common,Studio Bora Inc.,0.08,,0.26,,,2023/09/10
swsh12pt5-129,129,Energy Switch,Uncommon,Toyste Beach,0.05,,0.2,,,2023/09/10
swsh12pt5-130,130,Friends in Hisui,Uncommon,kirisAki,0.05,,0.32,,,2023/09/10
swsh12pt5-131,131,Friends in Sinnoh,Uncommon,Ryuta Fuse,0.04,,0.33,,,2023/09/10
swsh12pt5-132,132,Great Ball,Uncommon,Toyste Beach,0.05,,0.25,,,2023/09/10
swsh12pt5-133,133,Hop,Rare Holo,Taira Akitsu,,0.23,0.29,,,2023/09/10
swsh12pt5-134,134,Leon,Rare Holo,Naoki Saito,,0.25,0.33,,,2023/09/10
swsh12pt5-135,135,Lost Vacuum,Uncommon,Amelicart,0.08,,0.32,,,2023/09/10
swsh12pt5-136,136,Nessa,Rare Holo,Souichirou Gunjima,,0.28,0.33,,,2023/09/10
swsh12pt5-137,137,Poké Ball,Common,Studio Bora Inc.,0.04,,0.23,,,2023/09/10
swsh12pt5-138,138,Pokémon Catcher,Uncommon,Ryo Ueda,0.04,,0.19,,,2023/09/10
swsh12pt5-139,139,Potion,Common,Ryo Ueda,0.07,,0.23,,,2023/09/10
swsh12pt5-140,140,Raihan,Rare Holo,Hideki Ishikawa,,0.39,0.45,,,2023/09/10
swsh12pt5-141,141,Rare Candy,Uncommon,Yoshinobu Saito,0.07,,0.3,,,2023/09/10
swsh12pt5-142,142,Rescue Carrier,Uncommon,Amelicart,0.08,,0.29,,,2023/09/10
swsh12pt5-143,143,Sky Seal Stone,Rare Holo,AYUMI ODASHIMA,,0.46,,,,2023/09/10
swsh12pt5-144,144,Switch,Common,Studio Bora Inc.,0.06,,0.25,,,2023/09/10
swsh12pt5-145,145,Trekking Shoes,Uncommon,Amelicart,0.1,,0.28,,,2023/09/10
swsh12pt5-146,146,Ultra Ball,Uncommon,Amelicart,0.08,,0.52,,,2023/09/10
swsh12pt5-147,147,Elesa's Sparkle,Rare Ultra,Megumi Mizutani,,25.32,,,,2023/09/10
swsh12pt5-148,148,Friends in Hisui,Rare Ultra,Kinu Nishimura,,8.18,,,,2023/09/10
swsh12pt5-149,149,Friends in Sinnoh,Rare Ultra,Hideki Ishikawa,,8.36,,,,2023/09/10
swsh12pt5-150,150,Professor's Research,Rare Ultra,Sanosuke Sakuma,,2.22,,,,2023/09/10
swsh12pt5-151,151,Volo,Rare Ultra,Souichirou Gunjima,,1.37,,,,2023/09/10
swsh12pt5-152,152,Grass Energy,Rare Ultra,,,2.43,,,,2023/09/10
swsh12pt5-153,153,Fire Energy,Rare Ultra,,,2.67,,,,2023/09/10
swsh12pt5-154,154,Water Energy,Rare Ultra,,,4.21,,,,2023/09/10
swsh12pt5-155,155,Lightning Energy,Rare Ultra,,,2.77,,,,2023/09/10
swsh12pt5-156,156,Psychic Energy,Rare Ultra,,,5.22,,,,2023/09/10
swsh12pt5-157,157,Fighting Energy,Rare Ultra,,,1.62,,,,2023/09/10
swsh12pt5-158,158,Darkness Energy,Rare Ultra,,,2.58,,,,2023/09/10
swsh12pt5-159,159,Metal Energy,Rare Ultra,,,1.68,,,,2023/09/10
swsh12pt5-160,160,Pikachu,Rare Secret,You Iribi,,11.41,,,,2023/09/10
